CodMun;UF;Cod UF;Mun;Pop estimada 2021;Faixa_pop;Regiao
4309407;RS;43;Guapor�;26199;4 - 20001 até 5000;4 - Sul
4309506;RS;43;Guarani das Missõe;7393;2 - 5001 até 1000;4 - Sul
4309555;RS;43;Harmonia;4967;1 - Até 500;4 - Sul
4309571;RS;43;Herveiras;3019;1 - Até 500;4 - Sul
4309605;RS;43;Horizontina;19446;3 - 10001 até 2000;4 - Sul
4309654;RS;43;Hulha Negra;6894;2 - 5001 até 1000;4 - Sul
4309704;RS;43;Humait�;4712;1 - Até 500;4 - Sul
4309753;RS;43;Ibarama;4393;1 - Até 500;4 - Sul
4309803;RS;43;Ibiaç;4690;1 - Até 500;4 - Sul
4309902;RS;43;Ibiraiaras;7267;2 - 5001 até 1000;4 - Sul
4309951;RS;43;Ibirapuit�;3988;1 - Até 500;4 - Sul
4310009;RS;43;Ibirub�;20474;4 - 20001 até 5000;4 - Sul
4310108;RS;43;Igrejinha;37754;4 - 20001 até 5000;4 - Sul
4310207;RS;43;Iju�;84041;5 - 50001 até 10000;4 - Sul
4310306;RS;43;Ilópoli;4054;1 - Até 500;4 - Sul
4310330;RS;43;Imb�;23721;4 - 20001 até 5000;4 - Sul
4310363;RS;43;Imigrante;3103;1 - Até 500;4 - Sul
4310405;RS;43;Independênci;6054;2 - 5001 até 1000;4 - Sul
4310413;RS;43;Inhacor�;2207;1 - Até 500;4 - Sul
4310439;RS;43;Ip�;6736;2 - 5001 até 1000;4 - Sul
4310462;RS;43;Ipiranga do Sul;1871;1 - Até 500;4 - Sul
4310504;RS;43;Ira�;7046;2 - 5001 até 1000;4 - Sul
4310538;RS;43;Itaara;5573;2 - 5001 até 1000;4 - Sul
4310553;RS;43;Itacurubi;3456;1 - Até 500;4 - Sul
4310579;RS;43;Itapuca;2037;1 - Até 500;4 - Sul
4310603;RS;43;Itaqui;37363;4 - 20001 até 5000;4 - Sul
4310652;RS;43;Itati;2377;1 - Até 500;4 - Sul
4310702;RS;43;Itatiba do Sul;3143;1 - Até 500;4 - Sul
4310751;RS;43;Ivor�;1854;1 - Até 500;4 - Sul
4310801;RS;43;Ivoti;25068;4 - 20001 até 5000;4 - Sul
4310850;RS;43;Jaboticaba;3738;1 - Até 500;4 - Sul
4310876;RS;43;Jacuizinho;2718;1 - Até 500;4 - Sul
4310900;RS;43;Jacutinga;3532;1 - Até 500;4 - Sul
4311007;RS;43;Jaguarã;26327;4 - 20001 até 5000;4 - Sul
4311106;RS;43;Jaguari;10684;3 - 10001 até 2000;4 - Sul
4311122;RS;43;Jaquirana;3611;1 - Até 500;4 - Sul
4311130;RS;43;Jari;3472;1 - Até 500;4 - Sul
4311155;RS;43;Jói;8571;2 - 5001 até 1000;4 - Sul
4311205;RS;43;Júlio de Castilho;19159;3 - 10001 até 2000;4 - Sul
4311239;RS;43;Lagoa Bonita do Sul;2939;1 - Até 500;4 - Sul
4311254;RS;43;Lagoã;6469;2 - 5001 até 1000;4 - Sul
4311270;RS;43;Lagoa dos Três Canto;1604;1 - Até 500;4 - Sul
4311304;RS;43;Lagoa Vermelha;27751;4 - 20001 até 5000;4 - Sul
4311403;RS;43;Lajeado;86005;5 - 50001 até 10000;4 - Sul
4311429;RS;43;Lajeado do Bugre;2569;1 - Até 500;4 - Sul
4311502;RS;43;Lavras do Sul;7410;2 - 5001 até 1000;4 - Sul
4311601;RS;43;Liberato Salzano;5087;2 - 5001 até 1000;4 - Sul
4311627;RS;43;Lindolfo Collor;6193;2 - 5001 até 1000;4 - Sul
4311643;RS;43;Linha Nova;1724;1 - Até 500;4 - Sul
4311700;RS;43;Machadinho;5411;2 - 5001 até 1000;4 - Sul
4311718;RS;43;Maçambar;4539;1 - Até 500;4 - Sul
4311734;RS;43;Mampituba;2965;1 - Até 500;4 - Sul
4311759;RS;43;Manoel Viana;7315;2 - 5001 até 1000;4 - Sul
4311775;RS;43;Maquin�;6747;2 - 5001 até 1000;4 - Sul
4311791;RS;43;Marat�;2713;1 - Até 500;4 - Sul
4311809;RS;43;Marau;45523;4 - 20001 até 5000;4 - Sul
4311908;RS;43;Marcelino Ramos;4239;1 - Até 500;4 - Sul
4311981;RS;43;Mariana Pimentel;3892;1 - Até 500;4 - Sul
4312005;RS;43;Mariano Moro;1987;1 - Até 500;4 - Sul
4312054;RS;43;Marques de Souza;3981;1 - Até 500;4 - Sul
4312104;RS;43;Mata;4760;1 - Até 500;4 - Sul
4312138;RS;43;Mato Castelhano;2543;1 - Até 500;4 - Sul
4312153;RS;43;Mato Leitã;4627;1 - Até 500;4 - Sul
4312179;RS;43;Mato Queimado;1611;1 - Até 500;4 - Sul
4312203;RS;43;Maximiliano de Almeida;4254;1 - Até 500;4 - Sul
4312252;RS;43;Minas do Leã;8130;2 - 5001 até 1000;4 - Sul
4312302;RS;43;Miragua�;4899;1 - Até 500;4 - Sul
4312351;RS;43;Montauri;1430;1 - Até 500;4 - Sul
4312377;RS;43;Monte Alegre dos Campos;3237;1 - Até 500;4 - Sul
4312385;RS;43;Monte Belo do Sul;2514;1 - Até 500;4 - Sul
4312401;RS;43;Montenegro;66157;5 - 50001 até 10000;4 - Sul
4312427;RS;43;Mormaç;3139;1 - Até 500;4 - Sul
4312443;RS;43;Morrinhos do Sul;2891;1 - Até 500;4 - Sul
4312450;RS;43;Morro Redondo;6609;2 - 5001 até 1000;4 - Sul
4312476;RS;43;Morro Reuter;6570;2 - 5001 até 1000;4 - Sul
4312500;RS;43;Mostardas;12888;3 - 10001 até 2000;4 - Sul
4312609;RS;43;Muçu;4967;1 - Até 500;4 - Sul
4312617;RS;43;Muitos Capõe;3184;1 - Até 500;4 - Sul
4312625;RS;43;Muliterno;1901;1 - Até 500;4 - Sul
4312658;RS;43;Não-Me-Toqu;17886;3 - 10001 até 2000;4 - Sul
4312674;RS;43;Nicolau Vergueiro;1667;1 - Até 500;4 - Sul
4312708;RS;43;Nonoai;11574;3 - 10001 até 2000;4 - Sul
4312757;RS;43;Nova Alvorada;3698;1 - Até 500;4 - Sul
4312807;RS;43;Nova Araç;4890;1 - Até 500;4 - Sul
4312906;RS;43;Nova Bassano;10089;3 - 10001 até 2000;4 - Sul
4312955;RS;43;Nova Boa Vista;1731;1 - Até 500;4 - Sul
4313003;RS;43;Nova Brésci;3345;1 - Até 500;4 - Sul
4313011;RS;43;Nova Candelári;2677;1 - Até 500;4 - Sul
4313037;RS;43;Nova Esperança do Su;5465;2 - 5001 até 1000;4 - Sul
4313060;RS;43;Nova Hartz;22147;4 - 20001 até 5000;4 - Sul
4313086;RS;43;Nova Pádu;2563;1 - Até 500;4 - Sul
4313102;RS;43;Nova Palma;6519;2 - 5001 até 1000;4 - Sul
4313201;RS;43;Nova Petrópoli;21717;4 - 20001 até 5000;4 - Sul
4313300;RS;43;Nova Prata;28021;4 - 20001 até 5000;4 - Sul
4313334;RS;43;Nova Ramada;2195;1 - Até 500;4 - Sul
4313359;RS;43;Nova Roma do Sul;3743;1 - Até 500;4 - Sul
4313375;RS;43;Nova Santa Rita;30482;4 - 20001 até 5000;4 - Sul
4313391;RS;43;Novo Cabrais;4246;1 - Até 500;4 - Sul
4313409;RS;43;Novo Hamburgo;247303;6 - 100001 até 50000;4 - Sul
4313425;RS;43;Novo Machado;3191;1 - Até 500;4 - Sul
4313441;RS;43;Novo Tiradentes;2189;1 - Até 500;4 - Sul
4313466;RS;43;Novo Xingu;1705;1 - Até 500;4 - Sul
4313490;RS;43;Novo Barreiro;4185;1 - Até 500;4 - Sul
4313508;RS;43;Osóri;46815;4 - 20001 até 5000;4 - Sul
4313607;RS;43;Paim Filho;3731;1 - Até 500;4 - Sul
4313656;RS;43;Palmares do Sul;11342;3 - 10001 até 2000;4 - Sul
4313706;RS;43;Palmeira das Missõe;32967;4 - 20001 até 5000;4 - Sul
4313805;RS;43;Palmitinho;7056;2 - 5001 até 1000;4 - Sul
4313904;RS;43;Panambi;44583;4 - 20001 até 5000;4 - Sul
4313953;RS;43;Pantano Grande;8995;2 - 5001 até 1000;4 - Sul
4314001;RS;43;Para�;7793;2 - 5001 até 1000;4 - Sul
4314027;RS;43;Paraíso do Su;7635;2 - 5001 até 1000;4 - Sul
4314035;RS;43;Pareci Novo;3885;1 - Até 500;4 - Sul
4314050;RS;43;Parob�;59419;5 - 50001 até 10000;4 - Sul
4314068;RS;43;Passa Sete;5790;2 - 5001 até 1000;4 - Sul
4314076;RS;43;Passo do Sobrado;6612;2 - 5001 até 1000;4 - Sul
4314100;RS;43;Passo Fundo;206103;6 - 100001 até 50000;4 - Sul
4314134;RS;43;Paulo Bento;2303;1 - Até 500;4 - Sul
4314159;RS;43;Paverama;8541;2 - 5001 até 1000;4 - Sul
4314175;RS;43;Pedras Altas;1928;1 - Até 500;4 - Sul
4314209;RS;43;Pedro Osóri;7683;2 - 5001 até 1000;4 - Sul
4314308;RS;43;Pejuçar;3840;1 - Até 500;4 - Sul
4314407;RS;43;Pelotas;343826;6 - 100001 até 50000;4 - Sul
4314423;RS;43;Picada Caf�;5780;2 - 5001 até 1000;4 - Sul
4314456;RS;43;Pinhal;2581;1 - Até 500;4 - Sul
4314464;RS;43;Pinhal da Serra;1896;1 - Até 500;4 - Sul
4314472;RS;43;Pinhal Grande;4309;1 - Até 500;4 - Sul
4314498;RS;43;Pinheirinho do Vale;4926;1 - Até 500;4 - Sul
4314506;RS;43;Pinheiro Machado;12122;3 - 10001 até 2000;4 - Sul
4314548;RS;43;Pinto Bandeira;3068;1 - Até 500;4 - Sul
4314555;RS;43;Pirap�;2205;1 - Até 500;4 - Sul
4314605;RS;43;Piratini;20743;4 - 20001 até 5000;4 - Sul
4314704;RS;43;Planalto;9957;2 - 5001 até 1000;4 - Sul
4314753;RS;43;Poço das Anta;2105;1 - Até 500;4 - Sul
4314779;RS;43;Pontã;3898;1 - Até 500;4 - Sul
4314787;RS;43;Ponte Preta;1501;1 - Até 500;4 - Sul
4314803;RS;43;Portã;38081;4 - 20001 até 5000;4 - Sul
4314902;RS;43;Porto Alegre;1492530;7 - Maior que 500000;4 - Sul
4315008;RS;43;Porto Lucena;4514;1 - Até 500;4 - Sul
4315057;RS;43;Porto Mau�;2332;1 - Até 500;4 - Sul
4315073;RS;43;Porto Vera Cruz;1258;1 - Até 500;4 - Sul
4315107;RS;43;Porto Xavier;10144;3 - 10001 até 2000;4 - Sul
4315131;RS;43;Pouso Novo;1586;1 - Até 500;4 - Sul
4315149;RS;43;Presidente Lucena;2972;1 - Até 500;4 - Sul
4315156;RS;43;Progresso;6235;2 - 5001 até 1000;4 - Sul
4315172;RS;43;Protásio Alve;1929;1 - Até 500;4 - Sul
4315206;RS;43;Putinga;3861;1 - Até 500;4 - Sul
4315305;RS;43;Quara�;22531;4 - 20001 até 5000;4 - Sul
4315313;RS;43;Quatro Irmão;1860;1 - Até 500;4 - Sul
4315321;RS;43;Quevedos;2793;1 - Até 500;4 - Sul
4315354;RS;43;Quinze de Novembro;3810;1 - Até 500;4 - Sul
4315404;RS;43;Redentora;11782;3 - 10001 até 2000;4 - Sul
4315453;RS;43;Relvado;2068;1 - Até 500;4 - Sul
4315503;RS;43;Restinga Sêc;15702;3 - 10001 até 2000;4 - Sul
4315552;RS;43;Rio dos Índio;2571;1 - Até 500;4 - Sul
4315602;RS;43;Rio Grande;212881;6 - 100001 até 50000;4 - Sul
4315701;RS;43;Rio Pardo;38257;4 - 20001 até 5000;4 - Sul
4315750;RS;43;Riozinho;4698;1 - Até 500;4 - Sul
4315800;RS;43;Roca Sales;11556;3 - 10001 até 2000;4 - Sul
4315909;RS;43;Rodeio Bonito;5868;2 - 5001 até 1000;4 - Sul
4315958;RS;43;Rolador;2270;1 - Até 500;4 - Sul
4316006;RS;43;Rolante;21591;4 - 20001 até 5000;4 - Sul
4316105;RS;43;Ronda Alta;10633;3 - 10001 até 2000;4 - Sul
4316204;RS;43;Rondinha;5033;2 - 5001 até 1000;4 - Sul
4316303;RS;43;Roque Gonzales;6750;2 - 5001 até 1000;4 - Sul
4316402;RS;43;Rosário do Su;39210;4 - 20001 até 5000;4 - Sul
4316428;RS;43;Sagrada Famíli;2601;1 - Até 500;4 - Sul
4316436;RS;43;Saldanha Marinho;2596;1 - Até 500;4 - Sul
4316451;RS;43;Salto do Jacu�;12512;3 - 10001 até 2000;4 - Sul
4316477;RS;43;Salvador das Missõe;2734;1 - Até 500;4 - Sul
4316501;RS;43;Salvador do Sul;7975;2 - 5001 até 1000;4 - Sul
4316600;RS;43;Sananduva;16382;3 - 10001 até 2000;4 - Sul
4316709;RS;43;Santa Bárbara do Su;7813;2 - 5001 até 1000;4 - Sul
4316733;RS;43;Santa Cecília do Su;1630;1 - Até 500;4 - Sul
4316758;RS;43;Santa Clara do Sul;6755;2 - 5001 até 1000;4 - Sul
4316808;RS;43;Santa Cruz do Sul;132271;6 - 100001 até 50000;4 - Sul
4316907;RS;43;Santa Maria;285159;6 - 100001 até 50000;4 - Sul
4316956;RS;43;Santa Maria do Herval;6382;2 - 5001 até 1000;4 - Sul
4316972;RS;43;Santa Margarida do Sul;2593;1 - Até 500;4 - Sul
4317004;RS;43;Santana da Boa Vista;8037;2 - 5001 até 1000;4 - Sul
4317103;RS;43;SantAna do Livramento;75647;5 - 50001 até 10000;4 - Sul
4317202;RS;43;Santa Rosa;73882;5 - 50001 até 10000;4 - Sul
4317251;RS;43;Santa Tereza;1722;1 - Até 500;4 - Sul
4317301;RS;43;Santa Vitória do Palma;29298;4 - 20001 até 5000;4 - Sul
4317400;RS;43;Santiago;49298;4 - 20001 até 5000;4 - Sul
4317509;RS;43;Santo Ângel;77544;5 - 50001 até 10000;4 - Sul
4317558;RS;43;Santo Antônio do Palm;2118;1 - Até 500;4 - Sul
4317608;RS;43;Santo Antônio da Patrulh;43397;4 - 20001 até 5000;4 - Sul
4317707;RS;43;Santo Antônio das Missõ;9930;2 - 5001 até 1000;4 - Sul
4317756;RS;43;Santo Antônio do Planalt;2018;1 - Até 500;4 - Sul
4317806;RS;43;Santo Augusto;13813;3 - 10001 até 2000;4 - Sul
4317905;RS;43;Santo Cristo;14177;3 - 10001 até 2000;4 - Sul
4317954;RS;43;Santo Expedito do Sul;2287;1 - Até 500;4 - Sul
4318002;RS;43;São Borj;59768;5 - 50001 até 10000;4 - Sul
4318051;RS;43;São Domingos do Su;3091;1 - Até 500;4 - Sul
4318101;RS;43;São Francisco de Assi;18081;3 - 10001 até 2000;4 - Sul
4318200;RS;43;São Francisco de Paul;21871;4 - 20001 até 5000;4 - Sul
4318309;RS;43;São Gabrie;62187;5 - 50001 até 10000;4 - Sul
4318408;RS;43;São Jerôni;24569;4 - 20001 até 5000;4 - Sul
4318424;RS;43;São João da Urti;4625;1 - Até 500;4 - Sul
4318432;RS;43;São João do Polês;2535;1 - Até 500;4 - Sul
4318440;RS;43;São Jorg;2808;1 - Até 500;4 - Sul
4318457;RS;43;São José das Miss�;2491;1 - Até 500;4 - Sul
4318465;RS;43;São José do Herv;1917;1 - Até 500;4 - Sul
4318481;RS;43;São José do Hortên;4924;1 - Até 500;4 - Sul
4318499;RS;43;São José do Inhaco;2040;1 - Até 500;4 - Sul
4318507;RS;43;São José do Nor;27866;4 - 20001 até 5000;4 - Sul
4318606;RS;43;São José do Ou;6911;2 - 5001 até 1000;4 - Sul
4318614;RS;43;São José do S;2464;1 - Até 500;4 - Sul
4318622;RS;43;São José dos Ausent;3559;1 - Até 500;4 - Sul
4318705;RS;43;São Leopold;240378;6 - 100001 até 50000;4 - Sul
4318804;RS;43;São Lourenço do S;43501;4 - 20001 até 5000;4 - Sul
4318903;RS;43;São Luiz Gonzag;33124;4 - 20001 até 5000;4 - Sul
4319000;RS;43;São Marco;21756;4 - 20001 até 5000;4 - Sul
4319109;RS;43;São Martinh;5336;2 - 5001 até 1000;4 - Sul
4319125;RS;43;São Martinho da Serr;3228;1 - Até 500;4 - Sul
4319158;RS;43;São Miguel das Missõ;7692;2 - 5001 até 1000;4 - Sul
4319208;RS;43;São Nicola;5153;2 - 5001 até 1000;4 - Sul
4319307;RS;43;São Paulo das Missõ;5654;2 - 5001 até 1000;4 - Sul
4319356;RS;43;São Pedro da Serr;3881;1 - Até 500;4 - Sul
4319364;RS;43;São Pedro das Missõ;2025;1 - Até 500;4 - Sul
4319372;RS;43;São Pedro do Buti;2950;1 - Até 500;4 - Sul
4319406;RS;43;São Pedro do Su;16100;3 - 10001 até 2000;4 - Sul
4319505;RS;43;São Sebastião do C;26161;4 - 20001 até 5000;4 - Sul
4319604;RS;43;São Sep;23492;4 - 20001 até 5000;4 - Sul
4319703;RS;43;São Valenti;3220;1 - Até 500;4 - Sul
4319711;RS;43;São Valentim do Su;2248;1 - Até 500;4 - Sul
4319737;RS;43;São Valério do S;2732;1 - Até 500;4 - Sul
4319752;RS;43;São Vendelin;2288;1 - Até 500;4 - Sul
4319802;RS;43;São Vicente do Su;8742;2 - 5001 até 1000;4 - Sul
4319901;RS;43;Sapiranga;80514;5 - 50001 até 10000;4 - Sul
4320008;RS;43;Sapucaia do Sul;142508;6 - 100001 até 50000;4 - Sul
4320107;RS;43;Sarandi;25024;4 - 20001 até 5000;4 - Sul
4320206;RS;43;Seberi;10678;3 - 10001 até 2000;4 - Sul
4320230;RS;43;Sede Nova;2875;1 - Até 500;4 - Sul
4320263;RS;43;Segredo;7465;2 - 5001 até 1000;4 - Sul
4320305;RS;43;Selbach;5114;2 - 5001 até 1000;4 - Sul
4320321;RS;43;Senador Salgado Filho;2761;1 - Até 500;4 - Sul
4320354;RS;43;Sentinela do Sul;5635;2 - 5001 até 1000;4 - Sul
4320404;RS;43;Serafina Corrê;18074;3 - 10001 até 2000;4 - Sul
4320453;RS;43;Séri;1889;1 - Até 500;4 - Sul
4320503;RS;43;Sertã;5220;2 - 5001 até 1000;4 - Sul
4320552;RS;43;Sertão Santan;6586;2 - 5001 até 1000;4 - Sul
4320578;RS;43;Sete de Setembro;1931;1 - Até 500;4 - Sul
4320602;RS;43;Severiano de Almeida;3607;1 - Até 500;4 - Sul
4320651;RS;43;Silveira Martins;2365;1 - Até 500;4 - Sul
4320677;RS;43;Sinimbu;10152;3 - 10001 até 2000;4 - Sul
4320701;RS;43;Sobradinho;15041;3 - 10001 até 2000;4 - Sul
4320800;RS;43;Soledade;31067;4 - 20001 até 5000;4 - Sul
4320859;RS;43;Taba�;4816;1 - Até 500;4 - Sul
4320909;RS;43;Tapejara;24973;4 - 20001 até 5000;4 - Sul
4321006;RS;43;Tapera;10569;3 - 10001 até 2000;4 - Sul
4321105;RS;43;Tapes;17363;3 - 10001 até 2000;4 - Sul
4321204;RS;43;Taquara;57740;5 - 50001 até 10000;4 - Sul
4321303;RS;43;Taquari;26907;4 - 20001 até 5000;4 - Sul
4321329;RS;43;Taquaruçu do Su;3081;1 - Até 500;4 - Sul
4321352;RS;43;Tavares;5484;2 - 5001 até 1000;4 - Sul
4321402;RS;43;Tenente Portela;13385;3 - 10001 até 2000;4 - Sul
4321436;RS;43;Terra de Areia;11323;3 - 10001 até 2000;4 - Sul
4321451;RS;43;Teutôni;34275;4 - 20001 até 5000;4 - Sul
4321469;RS;43;Tio Hugo;3078;1 - Até 500;4 - Sul
4321477;RS;43;Tiradentes do Sul;5532;2 - 5001 até 1000;4 - Sul
4321493;RS;43;Toropi;2753;1 - Até 500;4 - Sul
4321501;RS;43;Torres;39381;4 - 20001 até 5000;4 - Sul
4321600;RS;43;Tramanda�;53507;5 - 50001 até 10000;4 - Sul
4321626;RS;43;Travesseiro;2331;1 - Até 500;4 - Sul
4321634;RS;43;Três Arroio;2620;1 - Até 500;4 - Sul
4321667;RS;43;Três Cachoeira;11174;3 - 10001 até 2000;4 - Sul
4321709;RS;43;Três Coroa;28948;4 - 20001 até 5000;4 - Sul
4321808;RS;43;Três de Mai;23846;4 - 20001 até 5000;4 - Sul
4321832;RS;43;Três Forquilha;2643;1 - Até 500;4 - Sul
4321857;RS;43;Três Palmeira;4232;1 - Até 500;4 - Sul
4321907;RS;43;Três Passo;23799;4 - 20001 até 5000;4 - Sul
4321956;RS;43;Trindade do Sul;5781;2 - 5001 até 1000;4 - Sul
4322004;RS;43;Triunfo;30159;4 - 20001 até 5000;4 - Sul
4322103;RS;43;Tucunduva;5612;2 - 5001 até 1000;4 - Sul
4322152;RS;43;Tunas;4585;1 - Até 500;4 - Sul
4322186;RS;43;Tupanci do Sul;1447;1 - Até 500;4 - Sul
4322202;RS;43;Tupanciret�;24182;4 - 20001 até 5000;4 - Sul
4322251;RS;43;Tupandi;5019;2 - 5001 até 1000;4 - Sul
4322301;RS;43;Tuparendi;7730;2 - 5001 até 1000;4 - Sul
4322327;RS;43;Turuç;3408;1 - Até 500;4 - Sul
4322343;RS;43;Ubiretama;1952;1 - Até 500;4 - Sul
4322350;RS;43;União da Serr;1084;1 - Até 500;4 - Sul
4322376;RS;43;Unistalda;2306;1 - Até 500;4 - Sul
4322400;RS;43;Uruguaiana;126766;6 - 100001 até 50000;4 - Sul
4322509;RS;43;Vacaria;66916;5 - 50001 até 10000;4 - Sul
4322525;RS;43;Vale Verde;3531;1 - Até 500;4 - Sul
4322533;RS;43;Vale do Sol;11873;3 - 10001 até 2000;4 - Sul
4322541;RS;43;Vale Real;6046;2 - 5001 até 1000;4 - Sul
4322558;RS;43;Vanini;2130;1 - Até 500;4 - Sul
4322608;RS;43;Venâncio Aire;72373;5 - 50001 até 10000;4 - Sul
4322707;RS;43;Vera Cruz;27325;4 - 20001 até 5000;4 - Sul
4322806;RS;43;Veranópoli;26813;4 - 20001 até 5000;4 - Sul
4322855;RS;43;Vespasiano Corrê;1776;1 - Até 500;4 - Sul
4322905;RS;43;Viadutos;4628;1 - Até 500;4 - Sul
4323002;RS;43;Viamã;257330;6 - 100001 até 50000;4 - Sul
4323101;RS;43;Vicente Dutra;4530;1 - Até 500;4 - Sul
4323200;RS;43;Victor Graeff;2840;1 - Até 500;4 - Sul
4323309;RS;43;Vila Flores;3407;1 - Até 500;4 - Sul
4323358;RS;43;Vila Lângar;2070;1 - Até 500;4 - Sul
4323408;RS;43;Vila Maria;4368;1 - Até 500;4 - Sul
4323457;RS;43;Vila Nova do Sul;4274;1 - Até 500;4 - Sul
4323507;RS;43;Vista Alegre;2726;1 - Até 500;4 - Sul
4323606;RS;43;Vista Alegre do Prata;1553;1 - Até 500;4 - Sul
4323705;RS;43;Vista Gaúch;2858;1 - Até 500;4 - Sul
4323754;RS;43;Vitória das Missõ;3052;1 - Até 500;4 - Sul
4323770;RS;43;Westfáli;3046;1 - Até 500;4 - Sul
4323804;RS;43;Xangri-l�;17126;3 - 10001 até 2000;4 - Sul
5000203;MS;50;�gua Clara;16025;3 - 10001 até 2000;5 - Centro-Oeste
5000252;MS;50;Alcinópoli;5489;2 - 5001 até 1000;5 - Centro-Oeste
5000609;MS;50;Amambai;40247;4 - 20001 até 5000;5 - Centro-Oeste
5000708;MS;50;Anastáci;25336;4 - 20001 até 5000;5 - Centro-Oeste
5000807;MS;50;Anaurilândi;9116;2 - 5001 até 1000;5 - Centro-Oeste
5000856;MS;50;Angélic;11081;3 - 10001 até 2000;5 - Centro-Oeste
5000906;MS;50;Antônio Jo�;9082;2 - 5001 até 1000;5 - Centro-Oeste
5001003;MS;50;Aparecida do Taboado;26386;4 - 20001 até 5000;5 - Centro-Oeste
5001102;MS;50;Aquidauana;48184;4 - 20001 até 5000;5 - Centro-Oeste
5001243;MS;50;Aral Moreira;12511;3 - 10001 até 2000;5 - Centro-Oeste
5001508;MS;50;Bandeirantes;7281;2 - 5001 até 1000;5 - Centro-Oeste
5001904;MS;50;Bataguassu;23620;4 - 20001 até 5000;5 - Centro-Oeste
5002001;MS;50;Bataypor�;11368;3 - 10001 até 2000;5 - Centro-Oeste
5002100;MS;50;Bela Vista;24842;4 - 20001 até 5000;5 - Centro-Oeste
5002159;MS;50;Bodoquena;7802;2 - 5001 até 1000;5 - Centro-Oeste
5002209;MS;50;Bonito;22401;4 - 20001 até 5000;5 - Centro-Oeste
5002308;MS;50;Brasilândi;11835;3 - 10001 até 2000;5 - Centro-Oeste
5002407;MS;50;Caarap�;31005;4 - 20001 até 5000;5 - Centro-Oeste
5002605;MS;50;Camapu�;13675;3 - 10001 até 2000;5 - Centro-Oeste
5002704;MS;50;Campo Grande;916001;7 - Maior que 500000;5 - Centro-Oeste
5002803;MS;50;Caracol;6247;2 - 5001 até 1000;5 - Centro-Oeste
5002902;MS;50;Cassilândi;22063;4 - 20001 até 5000;5 - Centro-Oeste
5002951;MS;50;Chapadão do Su;26499;4 - 20001 até 5000;5 - Centro-Oeste
5003108;MS;50;Corguinho;6158;2 - 5001 até 1000;5 - Centro-Oeste
5003157;MS;50;Coronel Sapucaia;15449;3 - 10001 até 2000;5 - Centro-Oeste
5003207;MS;50;Corumb�;112669;6 - 100001 até 50000;5 - Centro-Oeste
5003256;MS;50;Costa Rica;21456;4 - 20001 até 5000;5 - Centro-Oeste
5003306;MS;50;Coxim;33547;4 - 20001 até 5000;5 - Centro-Oeste
5003454;MS;50;Deodápoli;13043;3 - 10001 até 2000;5 - Centro-Oeste
5003488;MS;50;Dois Irmãos do Burit;11547;3 - 10001 até 2000;5 - Centro-Oeste
5003504;MS;50;Douradina;6025;2 - 5001 até 1000;5 - Centro-Oeste
5003702;MS;50;Dourados;227990;6 - 100001 até 50000;5 - Centro-Oeste
5003751;MS;50;Eldorado;12447;3 - 10001 até 2000;5 - Centro-Oeste
5003801;MS;50;Fátima do Su;19152;3 - 10001 até 2000;5 - Centro-Oeste
5003900;MS;50;Figueirã;3066;1 - Até 500;5 - Centro-Oeste
5004007;MS;50;Glória de Dourado;9934;2 - 5001 até 1000;5 - Centro-Oeste
5004106;MS;50;Guia Lopes da Laguna;9754;2 - 5001 até 1000;5 - Centro-Oeste
5004304;MS;50;Iguatemi;16273;3 - 10001 até 2000;5 - Centro-Oeste
5004403;MS;50;Inocênci;7566;2 - 5001 até 1000;5 - Centro-Oeste
5004502;MS;50;Itapor�;25478;4 - 20001 até 5000;5 - Centro-Oeste
5004601;MS;50;Itaquira�;21604;4 - 20001 até 5000;5 - Centro-Oeste
5004700;MS;50;Ivinhema;23277;4 - 20001 até 5000;5 - Centro-Oeste
5004809;MS;50;Japor�;9372;2 - 5001 até 1000;5 - Centro-Oeste
5004908;MS;50;Jaraguari;7342;2 - 5001 até 1000;5 - Centro-Oeste
5005004;MS;50;Jardim;26375;4 - 20001 até 5000;5 - Centro-Oeste
5005103;MS;50;Jate�;4015;1 - Até 500;5 - Centro-Oeste
5005152;MS;50;Juti;6861;2 - 5001 até 1000;5 - Centro-Oeste
5005202;MS;50;Ladári;24040;4 - 20001 até 5000;5 - Centro-Oeste
5005251;MS;50;Laguna Carap�;7496;2 - 5001 até 1000;5 - Centro-Oeste
5005400;MS;50;Maracaju;48944;4 - 20001 até 5000;5 - Centro-Oeste
5005608;MS;50;Miranda;28423;4 - 20001 até 5000;5 - Centro-Oeste
5005681;MS;50;Mundo Novo;18578;3 - 10001 até 2000;5 - Centro-Oeste
5005707;MS;50;Navira�;56484;5 - 50001 até 10000;5 - Centro-Oeste
5005806;MS;50;Nioaque;13794;3 - 10001 até 2000;5 - Centro-Oeste
5006002;MS;50;Nova Alvorada do Sul;22967;4 - 20001 até 5000;5 - Centro-Oeste
5006200;MS;50;Nova Andradina;56057;5 - 50001 até 10000;5 - Centro-Oeste
5006259;MS;50;Novo Horizonte do Sul;3556;1 - Até 500;5 - Centro-Oeste
5006275;MS;50;Paraíso das Águ;5751;2 - 5001 até 1000;5 - Centro-Oeste
5006309;MS;50;Paranaíb;42401;4 - 20001 até 5000;5 - Centro-Oeste
